,month,date,hour,min,temp,humidity,solarenergy,snow,Taxi_Zone_ID,busyness
50,3,0,0,49,-1.133889069526686,14,30.342435513477106,0,41,9
51,3,0,1,24,1.6073414046398093,87,96.23934800569096,2,46,7
52,3,1,2,25,-1.0843723063683193,88,64.03038416423753,9,83,1
53,3,0,3,24,0.5804770972983655,2,16.677837427174858,2,95,9
54,3,1,4,17,-1.1638558588851715,26,15.543081743325205,4,6,8
55,3,1,5,4,-1.930432894318992,5,69.69371110541402,4,71,6
56,3,0,6,2,-0.9792357187944001,44,30.445948314153203,2,8,2
57,3,1,7,57,1.9128163380203291,24,95.24031882127804,6,90,0
58,3,1,8,58,1.678951592655365,67,49.361680440073854,9,82,4
59,3,0,9,56,0.24131633203317668,74,76.26849935579195,3,12,2
60,3,1,10,4,0.42274988111890527,16,73.8440245519433,8,8,6
61,3,1,11,17,-0.2057377772051627,40,0.5440607773771755,2,78,9
62,3,1,12,25,-0.03045433451867716,78,29.492885205424002,2,38,6
63,3,1,13,16,-1.274789535523106,15,37.66839560198785,0,69,9
64,3,1,14,59,-0.21594392214385127,45,36.27346328498319,1,75,3
65,3,0,15,41,0.12269506577255435,28,86.01175590679563,7,35,6
66,3,0,16,33,1.0928462948599513,6,91.15752651310991,10,74,7
67,3,0,17,26,-0.3008289173245246,60,41.26743064241347,2,84,3
68,3,1,18,13,-0.29062140145797016,85,12.843396725877676,0,82,5
69,3,1,19,46,-1.2633368579893203,43,59.85276347513585,3,43,2
70,3,1,20,40,1.330064676096317,87,40.163774239052294,7,100,9
71,3,0,21,48,-1.4474588857430721,63,96.32804737463078,4,4,5
72,3,1,22,22,-0.6566514312137478,72,25.6861081161885,10,46,8
73,3,1,23,15,-0.22966092902530194,45,0.6800027585591506,1,1,1
74,3,1,24,40,-0.3920746942823379,17,77.1053220454813,10,37,5
75,4,0,0,9,0.0782990496307713,67,88.68621021128243,7,91,9
76,4,1,1,22,0.5579556206695138,82,54.61148687350341,4,58,9
77,4,0,2,3,1.3414273877648637,89,35.06005761740118,3,58,5
78,4,0,3,50,0.3900099321723341,4,42.247256029685,9,55,9
79,4,0,4,15,-0.012953380984192256,39,7.460141857251545,5,14,10
80,4,0,5,5,0.31370954215399927,47,66.8459442303255,3,23,8
81,4,0,6,6,-1.0430701620178318,56,22.76929806902267,9,13,6
82,4,1,7,53,0.0034818182194776156,40,80.50369934429122,6,61,4
83,4,1,8,10,-2.3928688398097706,50,5.4096491946897585,10,95,5
84,4,1,9,12,0.7146853351233111,85,96.54575269207902,6,18,10
85,4,0,10,17,-0.034034584728871095,11,86.4769133237152,3,76,7
86,4,1,11,1,-1.4300127109897578,85,78.64547501937338,6,53,0
87,4,0,12,8,0.14987880217640526,17,72.41895584304916,6,70,9
88,4,1,13,22,-0.7408266894472292,91,15.923122687163449,8,3,7
89,4,0,14,24,0.2917463843659739,74,88.93923220636832,6,36,3
90,4,0,15,44,2.235316765517807,37,29.498905558698873,8,63,7
91,4,0,16,15,0.4081298000178021,80,5.48282722758856,9,68,1
92,4,0,17,1,0.43659676006882175,96,1.4460868545344563,1,12,1
93,4,0,18,31,1.1469282217742613,47,52.41870302689566,1,22,0
94,4,0,19,28,-0.1975881805748544,17,22.549255161955838,0,43,2
95,4,0,20,20,0.3878151637462092,45,40.43692048357922,4,89,2
96,4,1,21,50,-1.489103298741338,2,0.4217610315881415,5,44,7
97,4,1,22,22,0.3475677710822792,89,28.300420611607414,8,32,5
98,4,1,23,58,1.2898881493234415,57,56.660605365032026,5,70,1
99,4,1,24,14,0.24643549238833357,64,31.073056241927,6,37,5
100,5,1,0,18,0.6143993429076378,45,50.23278442038378,6,77,6
101,5,1,1,45,0.18582424639159287,24,72.08468335983048,0,66,5
102,5,1,2,12,0.17892805217048385,47,4.9826145161221636,7,81,8
103,5,1,3,38,-0.20723826694301814,5,82.12318079375966,8,80,2
104,5,0,4,1,0.30626507070956294,49,47.257079942073055,6,17,7
105,5,0,5,1,0.25004556630557784,65,60.699857734714236,8,15,5
106,5,1,6,50,0.23455417141983906,34,89.40082120052341,2,74,0
107,5,1,7,33,0.3188504563524842,50,38.24515622753943,9,96,1
108,5,1,8,56,0.7496342161867752,55,5.952155298107941,0,14,0
109,5,0,9,26,-0.3613267697353186,97,56.35532129428125,7,24,9
110,5,0,10,23,0.10139689858246687,98,47.801138997031536,5,66,6
111,5,0,11,27,3.013250143664301,47,64.51823749633286,2,76,3
112,5,1,12,17,0.3481532861002202,72,48.44601647744964,1,87,8
113,5,0,13,35,-0.6016750752474933,49,16.36956472778648,10,4,9
114,5,0,14,2,-1.3650426427295437,97,3.7509758555008377,9,39,2
115,5,0,15,54,-0.2380204585476595,49,50.5205890572859,3,47,5
116,5,0,16,55,1.0906804320262047,57,0.12398170382070806,1,76,1
117,5,1,17,5,0.8094615705593357,87,81.51709592241102,10,21,6
118,5,0,18,44,0.4201507203180515,85,3.6622565522469452,7,72,0
119,5,0,19,54,0.44532990093336317,88,53.95559992791345,9,50,10
120,5,0,20,9,-1.10472155960073,66,34.0651434658959,8,28,9
121,5,0,21,28,0.047940535280400765,41,84.86905330549051,7,15,4
122,5,0,22,58,0.372816189010867,95,92.05612412961368,3,81,4
123,5,1,23,24,-0.0212304488103129,42,24.723494960780513,4,55,1
124,5,0,24,13,-0.7199369306128772,70,25.869378738823222,9,35,10
125,6,1,0,21,0.8824563929649616,1,92.78782394787581,5,28,6
126,6,1,1,49,-0.16687811842830963,97,66.49239271850682,9,14,6
127,6,0,2,0,0.15754296442862378,39,69.93631833135895,6,30,8
128,6,1,3,0,0.6210060897942006,20,70.28490146323423,5,71,9
129,6,1,4,31,-0.6458105713778379,64,14.823182513771593,10,32,7
130,6,1,5,53,0.17207255899656856,20,88.84546261285713,2,44,6
131,6,0,6,10,0.663531084173081,77,64.60201344856922,1,74,10
132,6,1,7,59,2.921069963698518,18,35.27828541275011,9,64,8
133,6,1,8,9,-0.8313100301293348,91,50.91594565755374,10,5,9
134,6,1,9,24,0.4913378103357459,89,11.266480301348858,7,73,8
135,6,0,10,12,1.2012543880627224,41,23.67559532227531,7,10,1
136,6,1,11,15,0.2493566339004197,23,0.6301868430744872,5,71,6
137,6,0,12,30,-1.7852160365746998,57,69.58192271246362,1,28,9
138,6,1,13,22,1.067361626399408,63,50.95506158350634,7,63,3
139,6,1,14,21,0.33724699612597997,99,80.60103163465084,4,11,3
140,6,0,15,29,-0.13183816053614617,48,90.40665941439573,1,31,4
141,6,1,16,23,-0.0554757559348597,14,51.354219924092384,2,82,5
142,6,1,17,27,0.3244774479699669,30,66.15076160198363,8,90,0
143,6,1,18,30,0.05599395456653452,86,89.50421340314655,4,63,10
144,6,0,19,8,-0.004718977278128433,29,82.30015125275025,6,36,9
145,6,0,20,28,0.006444872116461423,61,46.776263465489784,0,28,5
146,6,0,21,35,0.5679160956808069,78,68.5959744577457,9,91,6
147,6,1,22,4,-0.45007822759850086,71,92.563995702173,9,20,8
148,6,0,23,16,0.015012677782014228,35,93.59888444926429,7,20,4
149,6,0,24,18,-0.6115312072014667,56,11.75048977444052,3,4,1
150,7,1,0,5,-1.4436514703990349,10,74.55671603014537,8,78,1
151,7,1,1,11,1.803957720088326,81,37.52468111418905,1,91,2
152,7,1,2,2,-1.8352138622326177,73,40.419214335390684,10,85,9
153,7,0,3,3,-2.1786261530427327,58,95.02604675953799,6,100,7
154,7,0,4,56,-0.7892262926036098,59,28.44067004531127,10,16,9
155,7,0,5,10,-1.0816469857006072,20,26.247172266741558,7,58,3
156,7,1,6,18,0.797672391410757,25,62.704462469267476,7,85,10
157,7,0,7,10,0.31966210849624654,97,2.132295204440482,8,17,4
158,7,1,8,56,0.5359471433303161,4,26.041690522576655,9,7,0
159,7,0,9,50,-0.11987905628210305,23,74.54662162671067,9,49,0
160,7,0,10,7,2.7899280961572726,53,62.67971481960488,0,95,10
161,7,0,11,19,-1.1673400034426016,87,7.775787898807973,3,66,4
162,7,0,12,2,1.41258706666651,41,73.4813782680399,10,69,4
163,7,0,13,45,-2.0297664474202093,21,34.81666205499363,9,43,6
164,7,0,14,38,-0.40662556664842386,83,57.25844242025464,8,46,9
165,7,1,15,49,1.9999765295651093,15,97.5946107663829,5,59,7
166,7,0,16,11,2.8376123768778747,71,22.189501764345366,2,31,10
167,7,0,17,23,-1.7144900643078589,9,30.43087680954194,5,25,3
168,7,1,18,52,0.17027369543397455,16,86.93350492686082,2,69,7
169,7,1,19,56,0.4028635160571581,0,73.47650522783708,8,52,10
170,7,1,20,13,-1.0133173227099461,17,65.41226879601001,0,25,5
171,7,1,21,22,-0.8064463179388623,77,69.29447709754744,4,4,5
172,7,0,22,33,-0.5569702078967765,48,14.832083639132676,10,22,9
173,7,1,23,49,1.3298060793384285,91,33.65186920920268,3,34,7
174,7,0,24,59,-0.48173804708973866,63,40.145747836490756,2,31,0
175,8,0,0,23,-0.02926879763049832,97,58.279843890952755,4,42,3
176,8,1,1,30,-2.1547446842774725,60,43.32458754574935,4,75,1
177,8,1,2,11,1.1383222183985513,15,84.71622074920259,1,29,10
178,8,0,3,50,-0.5658669016959442,19,17.42457191151445,4,57,2
179,8,0,4,18,2.4250299678549823,20,92.1382659831078,9,71,6
180,8,1,5,56,0.3761291497539122,80,42.88282346688528,0,58,8
181,8,1,6,30,0.912352240726627,51,54.69022144575227,10,91,6
182,8,1,7,42,0.22661025997161235,24,70.43115872419433,0,44,10
183,8,1,8,37,-0.9646314723149274,16,22.75349123185133,2,53,10
184,8,0,9,36,-0.787212790643651,85,35.627796480276174,5,94,10
185,8,1,10,58,-0.24356215511082033,34,92.35420894275109,7,56,7
186,8,1,11,55,2.4216600154096364,81,0.35533980577314717,4,29,2
187,8,1,12,24,0.6479467231231991,25,55.60934277883709,0,55,0
188,8,0,13,38,-0.9434840643448291,1,0.4708954781784458,6,38,5
189,8,1,14,51,-0.49715267515338296,83,18.272895363339515,1,61,0
190,8,0,15,7,-0.8690842652605608,75,99.28662273350966,9,69,1
191,8,1,16,39,-0.38909698328884595,19,16.620491824895733,5,58,3
192,8,0,17,14,-1.7143661853330467,15,87.81757972770036,5,99,3
193,8,0,18,12,1.2261304845628036,42,53.2566592054987,10,70,2
194,8,0,19,10,0.9497685860061807,58,69.366488818946,2,76,2
195,8,0,20,2,-0.7403492279083183,48,20.9187750185989,8,17,2
196,8,0,21,16,0.6061716970443667,23,9.11063424909968,7,88,10
197,8,1,22,56,-0.609587774374439,93,49.424994829240376,1,49,8
198,8,0,23,11,-0.21160031921448738,66,46.23002079160475,8,11,6
199,8,0,24,41,-0.9184418616917974,19,53.57491252666877,6,51,8
200,9,1,0,8,0.24869087069176424,30,48.79966359330622,6,18,7
201,9,0,1,0,-0.5294330045842166,47,89.21294646876355,4,80,1
202,9,1,2,47,0.7006634656332944,18,41.03294346626167,9,39,7
203,9,0,3,51,-2.4847716932064556,26,60.916189109937946,5,59,6
204,9,0,4,40,-1.1164138569262585,99,16.505586787014572,2,63,4
205,9,0,5,0,1.5351955429117619,62,42.34169633434115,10,27,8
206,9,0,6,37,-1.0026697837619991,45,2.6670449902102877,1,20,10
207,9,0,7,41,-0.3264303541211443,91,46.45206242688996,4,8,5
208,9,0,8,26,-2.218892848205579,30,57.50015021963929,8,99,2
209,9,1,9,15,-1.2546871314175951,28,49.56248569203532,10,9,6
210,9,0,10,27,-1.867301393635643,50,53.23037217678909,8,91,1
211,9,0,11,55,0.09914514983334187,90,72.61130272209019,2,2,3
212,9,0,12,54,1.1139174346289171,17,55.58187193875461,3,85,3
213,9,0,13,0,0.2756157490343823,1,65.4520513765517,10,74,9
214,9,0,14,34,1.6275485116025585,30,16.41609292881927,7,60,5
215,9,0,15,2,-0.8613307204972831,31,24.30966458941772,9,58,5
216,9,1,16,12,3.221291091986197,71,12.690736842606631,9,58,8
217,9,0,17,0,-1.3587285639430178,49,90.75368614958818,6,45,1
218,9,1,18,57,-0.7061297110987997,32,87.48199552116736,8,59,1
219,9,1,19,32,-1.962443727343958,90,44.82114315076866,8,5,8
220,9,0,20,31,-1.1077500708450176,30,47.5165008825189,4,41,5
221,9,1,21,0,0.9314475809574895,69,26.139376395981095,2,65,0
222,9,0,22,50,1.7228167309115086,80,89.13792042524072,0,59,9
223,9,1,23,55,-0.42345812906671904,78,44.11857877264548,8,93,4
224,9,0,24,33,0.6546557514557846,71,96.02323903414516,6,23,1
225,10,1,0,31,0.7333258380750525,57,75.63627861057755,2,63,6
226,10,1,1,27,1.5112418009138089,32,42.27979821047628,0,23,1
227,10,1,2,46,1.8579061019907221,13,7.8990149143435495,1,79,6
228,10,0,3,27,0.15670015024352127,30,86.25228946939484,9,92,5
229,10,1,4,12,0.9731077639920642,27,73.31400844219014,10,54,7
230,10,1,5,47,-0.2241204558985418,5,20.224518367155564,9,90,1
231,10,1,6,44,0.3378879502065161,38,36.82511408683964,2,91,1
232,10,1,7,54,-0.33584271892253825,9,73.17700747243777,9,88,7
233,10,0,8,50,0.6278617857726501,87,8.34988891653251,9,61,2
234,10,0,9,33,0.03268367808210985,53,79.96639140491052,3,69,7
235,10,1,10,55,-0.463041047378806,7,4.2709799729453435,8,91,7
236,10,0,11,55,-0.7839045226059244,75,49.051653345405974,7,27,10
237,10,1,12,5,-1.1718877772811107,70,85.63135559226932,8,93,2
238,10,1,13,18,-0.08534081080527901,36,43.21422460591069,4,23,7
239,10,0,14,16,1.9783786981171598,77,76.42752863083528,4,75,5
240,10,1,15,7,-0.4006488352728509,62,75.13607644618797,10,62,1
241,10,0,16,5,0.5877859872473463,97,56.49685995431023,10,99,8
242,10,1,17,32,0.5019236571404587,76,38.44290966215262,7,11,4
243,10,1,18,43,0.6018739314575089,59,14.034246266646866,4,98,6
244,10,1,19,10,-0.018847525683718037,54,60.02697963608773,3,45,7
245,10,1,20,50,-0.6360926717257812,36,85.15087205883921,6,25,6
246,10,1,21,42,0.7490444541731375,74,53.56936948490873,8,100,3
247,10,0,22,22,-0.8848035915965883,43,47.59921455118226,9,38,2
248,10,0,23,4,-0.6975128172310459,34,49.26339603188886,9,91,1
249,10,1,24,7,-1.6684362569245508,28,44.55174094767047,9,91,3
250,11,1,0,18,-1.93081049868857,34,48.22948603296344,8,8,9
251,11,1,1,34,0.3501323743152805,12,94.24427897176217,4,44,8
252,11,1,2,45,-0.1792262471610435,51,37.88492136149315,4,98,0
253,11,0,3,55,0.24612806536386125,69,47.45240344242306,4,40,2
254,11,0,4,16,1.565051641487582,4,68.05822775525372,8,99,3
255,11,1,5,7,0.004361573579312695,100,93.69158530216954,10,43,6
256,11,1,6,12,-0.5341283473687037,98,6.015226149601382,7,78,7
257,11,1,7,14,0.4271765910113882,35,34.006758948279206,8,82,2
258,11,0,8,33,-0.44676621406610856,56,94.966345292478,1,41,2
259,11,0,9,54,-0.5066136742902587,5,79.664639778141,3,83,8
260,11,0,10,24,-1.0855203544303589,45,27.845198769156674,10,16,8
261,11,0,11,5,1.2774494886516294,55,27.85577943523354,9,80,4
262,11,0,12,19,0.007122121239101985,22,14.437498293627172,2,11,9
263,11,0,13,41,0.26872544992054653,33,36.153520249089645,3,54,4
264,11,1,14,1,1.1216240081880888,37,51.59103016896348,4,62,7
265,11,1,15,47,-0.5287344474275356,83,46.916410823461476,8,26,10
266,11,1,16,41,1.1980647054638953,94,72.12229069752316,6,28,0
267,11,0,17,6,-1.447779488132904,65,25.674880879897522,1,50,8
268,11,0,18,26,0.7694208275730301,66,22.617508502967908,2,55,0
269,11,1,19,8,-2.406930327874457,34,23.489195608485346,8,7,0
270,11,1,20,10,-0.23981196496197357,58,5.297525066738718,7,76,7
271,11,0,21,41,-0.5196976139329436,28,78.29105601365785,1,32,9
272,11,0,22,41,0.09445473653890123,5,82.56982520757131,10,6,2
273,11,1,23,10,-0.11084684043875404,4,72.4163879099328,5,59,3
274,11,0,24,24,-1.5257421746856288,70,98.74975065474563,3,56,8
275,12,0,0,5,-0.8692234007780894,82,82.4669377665771,3,66,8
276,12,0,1,50,1.6719940848948642,39,81.68465301601216,0,42,6
277,12,0,2,50,1.2390151692881564,75,12.268797614236515,9,48,5
278,12,0,3,48,-0.35915573546652296,22,62.94615900612279,10,93,4
279,12,0,4,23,-1.6797455090077875,79,58.27862569106331,9,47,2
280,12,0,5,50,0.10620848305841964,43,36.21868703961816,3,51,1
281,12,1,6,30,-1.4428783245146262,37,82.14663903391481,2,64,7
282,12,1,7,25,-2.8970909452034053,35,42.780801833055605,5,85,0
283,12,0,8,43,-0.1630393208753347,55,99.9174976217493,0,59,0
284,12,0,9,37,-0.7450259605236819,51,34.988370368470655,9,29,6
285,12,0,10,55,-0.2299264467020116,48,52.08899491436213,5,58,8
286,12,1,11,7,1.0584058933543827,25,70.90485503675605,2,9,6
287,12,0,12,49,-0.25158085870577945,51,61.32760174884484,3,77,2
288,12,1,13,29,0.8349847192553436,18,33.43025417340143,7,96,7
289,12,0,14,55,-2.143361345238843,26,15.894494612023703,7,96,2
290,12,0,15,13,-1.260195595148033,2,67.99174046735529,4,48,3
291,12,0,16,14,0.5664515584045613,20,78.41836671406689,8,43,6
292,12,1,17,14,-0.034369064533020036,67,97.4131785514316,9,99,1
293,12,1,18,40,-1.3968399915917882,1,84.17114544335395,1,36,1
294,12,0,19,29,0.029690248090136397,36,62.22814734630132,4,89,9
295,12,1,20,16,-0.5893292245635074,58,22.611863463800276,7,19,7
296,12,1,21,16,0.3570654155496986,2,74.73659236686092,1,9,10
297,12,1,22,3,0.9319779268868845,67,97.70694300286354,5,51,7
298,12,1,23,42,0.6225495859607495,92,73.65773055846807,10,48,10
299,12,1,24,59,0.1795691630632627,82,39.030296044967514,6,1,9
